country,admin_name,lat,lng,population
Ghana,Central,5.1104,-1.2500,143015
United States,Louisiana,29.5799,-90.7058,142969.0
Vietnam,Gia Lai,13.9833,108.0000,142900
Russia,Stavropol’skiy Kray,44.0800,43.0900,142865
United States,West Virginia,38.3484,-81.6323,142858.0
Peru,Cajamarca,-7.1500,-78.5300,142665
United States,California,34.1597,-118.1390,142647
Russia,Nizhegorodskaya Oblast’,55.4000,43.8000,142597
Eritrea,Semēnawī K’eyih Bahrī,15.6101,39.4500,142564
Albania,Durrës,41.3178,19.4482,142432
Bangladesh,Rājshāhi,24.5804,88.3500,142361
United States,Colorado,38.2713,-104.6105,142351.0
Algeria,Saïda,34.8404,0.1400,142213
Cuba,Ciego de Ávila,21.8400,-78.7619,142027
China,Xinjiang,47.8666,88.1166,142000
China,Anhui,33.2504,115.3500,141993
"Korea, North",P’yŏngbuk,39.6813,125.2163,141769
Netherlands,Gelderland,51.9880,5.9230,141674
Thailand,Phuket,7.8765,98.3815,141618
China,Jilin,44.4304,125.1701,141482
Spain,Melilla,35.3000,-2.9500,141308
United States,Texas,32.3184,-95.3065,141116.0
Brazil,Paraná,-25.5279,-48.5345,141013
Afghanistan,Ghaznī,33.5633,68.4178,141000
Argentina,Chubut,-45.8700,-67.5000,140850
Jordan,Al Balqā’,32.0392,35.7272,140689
Guinea,Labé,11.3200,-12.3000,140575
United States,California,33.8038,-117.8218,140560
Russia,Tatarstan,54.9004,52.3199,140437
United States,California,33.8841,-117.9279,140392
United States,Florida,25.9773,-80.3351,140328
Indonesia,Aceh,5.1914,97.1415,140322
Russia,Moskovskaya Oblast’,55.8200,38.9800,140247
United States,California,34.9333,-120.4432,140219.0
United States,Georgia,33.9508,-83.3689,140169.0
United Kingdom,Peterborough,52.5804,-0.2500,140141
Spain,Extremadura,38.8804,-6.9700,140133
China,Gansu,40.1427,94.6620,140094
Algeria,Bordj Bou Arréridj,36.0590,4.6300,140000
United States,Missouri,38.9477,-92.3255,139945.0
Tunisia,Bizerte,37.2904,9.8550,139843
Canada,Québec,45.4000,-71.9000,139652
Mexico,Coahuila de Zaragoza,28.7076,-100.5317,139619
Germany,Lower Saxony,51.5204,9.9200,139419
India,Tamil Nādu ,10.9805,79.4000,139264
Burma,Kachin State,25.3596,97.3928,139100
Nicaragua,Chinandega,12.6304,-87.1300,139023
Australia,Queensland,-19.2500,146.7700,138954
United States,Arizona,32.5991,-114.5488,138802.0
India,Tamil Nādu ,12.2604,79.1000,138243
China,Inner Mongolia,48.0000,122.7200,138032
Brazil,Piauí,-2.9100,-41.7700,138008
Bangladesh,,24.0004,89.2500,137888
South Africa,Eastern Cape,-31.5800,28.7900,137772
Germany,Bremen,53.5504,8.5800,137751
Vietnam,Long An,10.5337,106.4167,137498
United States,Kansas,38.8832,-94.8198,137472
Brazil,Pará,-1.2896,-47.9300,137406
Peru,Pasco,-10.6900,-76.2700,137232
Greece,Kríti,35.3250,25.1305,137154
United States,Colorado,39.9205,-104.9443,136978
United States,Texas,26.1916,-97.6976,136968.0
Finland,Pohjois-Pohjanmaa,65.0000,25.4700,136752
United States,Colorado,39.0877,-108.5673,136688.0
China,Ningxia,39.2333,106.7690,136570
Romania,Maramureş,47.6595,23.5791,136553
Spain,Castille-Leon,42.5800,-5.5700,136227
United States,Utah,40.6889,-112.0115,136170
Hungary,Győr-Moson-Sopron,47.7004,17.6300,136081
United States,Texas,32.9890,-96.8999,135710
Russia,Moskovskaya Oblast’,54.9304,37.4300,135584
Brazil,Bahia,-13.8500,-40.0800,135574
Vietnam,Quảng Ninh,21.0404,107.3200,135477
Uganda,Lira,2.2604,32.8900,135445
United States,California,38.7691,-121.3178,135329
Burma,Bago,18.8165,95.2114,135308
Belarus,Vitsyebskaya Voblasts’,54.5153,30.4215,135206
Jamaica,Clarendon,17.9666,-77.2333,135142
United States,Michigan,42.4934,-83.0270,135022
Algeria,Souk Ahras,36.2904,7.9500,134947
United States,Illinois,40.4757,-88.9703,134892.0
Iraq,Dahūk,37.1445,42.6872,134863
Colombia,Valle del Cauca,4.7500,-75.9100,134827
United States,Virginia,37.0551,-76.3629,134669
Brazil,Maranhão,-4.8330,-43.3500,134640
Italy,Emilia-Romagna,44.4204,12.2200,134631
Netherlands,Noord-Brabant,51.6833,5.3167,134520
United States,New York,41.1404,-74.1072,134440
Russia,Stavropol’skiy Kray,44.6201,41.9500,134380
United States,Arizona,33.6800,-112.4524,134085
United States,New Mexico,32.3265,-106.7893,133988.0
Algeria,Ouargla,33.1000,6.0600,133954
United States,Colorado,40.4151,-104.7705,133750.0
Russia,Sverdlovskaya Oblast’,56.9100,59.9550,133600
China,Hubei,32.8082,110.8136,133558
Lithuania,Šiaulių Miestas,55.9386,23.3250,133528
Nepal,,27.0004,84.8666,133238
United States,Washington,46.5923,-120.5496,133233.0
Colombia,La Guajira,11.5403,-72.9100,133186
Tanzania,Mara,-1.4896,33.8000,133156
Sweden,Stockholm,59.8601,17.6400,133117
Ethiopia,YeDebub Bihēroch Bihēreseboch na Hizboch,7.0600,38.4770,133097
United States,Florida,26.2702,-80.2591,133037
Angola,Namibe,-15.1900,12.1600,132900
Russia,Stavropol’skiy Kray,43.9100,42.7200,132771
United States,Michigan,42.5809,-83.0305,132631
Guatemala,Petén,16.2000,-89.4400,132470
Indonesia,Jawa Timur,-8.0696,112.1500,132416
United States,South Carolina,34.7866,-82.2997,132402.0
Russia,Ul’yanovskaya Oblast’,54.2504,49.5600,132226
Brazil,São Paulo,-22.9200,-45.4700,132218
Iran,Semnān,36.4229,54.9629,131889
French Polynesia,Îles du Vent,-17.5334,-149.5667,131695
Canada,Newfoundland and Labrador,47.5850,-52.6810,131469
United States,Wisconsin,42.7274,-87.8135,131467.0
Poland,Opolskie,50.6850,17.9313,131412
Vietnam,Trà Vinh,9.9340,106.3340,131360
Russia,Vladimirskaya Oblast’,55.5704,42.0400,131287
Colombia,Magdalena,11.0104,-74.2500,131171
Papua New Guinea,Morobe,-6.7330,146.9900,131052
India,Uttar Pradesh,28.6400,79.8100,131008
Italy,Emilia-Romagna,44.8504,11.6099,130992
Russia,Tul’skaya Oblast’,54.0900,38.2200,130982
Romania,Buzău,45.1565,26.8065,130954
United States,Connecticut,41.1035,-73.5583,130824
Belarus,Brestskaya Voblasts’,52.1279,26.0941,130777
China,Heilongjiang,45.3503,126.2800,130710
India,Punjab,30.1204,74.2900,130603
Vietnam,Ninh Bình,20.2543,105.9750,130517
Ukraine,Dnipropetrovs’ka Oblast’,47.5666,34.4062,130500
Colombia,Caquetá,1.6104,-75.6200,130337
Colombia,Cundinamarca,4.3100,-74.8100,130289
United States,New Jersey,40.6657,-74.1912,130215
Brazil,Santa Catarina,-26.4800,-49.1000,130130
Sudan,Sennar,13.5500,33.6000,130122
Nicaragua,Masaya,11.9690,-86.0950,130113
Somalia,Bay,3.1200,43.6500,129839
Turkey,Tokat,40.3060,36.5630,129702
Turkey,Erzincan,39.7526,39.4928,129407
"Korea, South",Gyeongbuk,36.5659,128.7250,129319
Mozambique,Tete,-16.1700,33.5800,129316
Chile,Atacama,-27.3600,-70.3400,129280
Sri Lanka,Eastern,7.7170,81.7000,129222
Iran,Chahār Maḩāl va Bakhtīārī,32.3210,50.8540,129153
Kazakhstan,Aqmola,53.3000,69.4200,128873
Syria,Idlib,35.9297,36.6317,128840
Congo (Kinshasa),Haut-Lomami,-8.7300,25.0100,128803
Greece,Thessalía,39.6304,22.4200,128758
Russia,Volgogradskaya Oblast’,50.0804,45.4000,128626
Turkey,Karabük,41.2000,32.6000,128564
United Kingdom,Cambridgeshire,52.2004,0.1166,128488
United States,Washington,47.3887,-122.2128,128458
France,Bourgogne-Franche-Comté,47.2300,6.0300,128426
United States,North Carolina,35.5956,-77.3768,128385.0
Saudi Arabia,Al Jawf,30.0000,40.1333,128332
Ethiopia,Oromīya,7.6800,36.8300,128306
Egypt,Sūhāj,26.3304,31.8800,128250
Cuba,Granma,20.3438,-77.1166,128188
Libya,Surt,31.2100,16.5900,128123
Syria,Al Ḩasakah,36.4833,40.7500,128100
Libya,Darnah,32.7648,22.6391,127974
Kazakhstan,Pavlodar,51.7300,75.3199,127868
Côte D’Ivoire,Gôh-Djiboua,5.8390,-5.3600,127867
United States,California,34.2663,-118.7490,127864.0
Argentina,Buenos Aires,-33.3300,-60.2400,127742
Brazil,São Paulo,-22.9500,-46.5500,127676
South Africa,Western Cape,-33.6400,19.4399,127597
Tanzania,Mbeya,-9.2496,33.6400,127570
India,Andaman and Nicobar Islands,11.6670,92.7360,127562
Poland,Warmińsko-Mazurskie,54.1900,19.4027,127558
Lithuania,Panevėžio Miestas,55.7400,24.3700,127405
South Sudan,Western Bahr el Ghazal,7.7000,27.9900,127384
United States,North Carolina,36.0762,-79.4687,127374.0
India,West Bengal,26.4837,89.5667,127342
Nigeria,Nasarawa,8.4904,8.5200,127236
United States,California,37.3646,-121.9680,127134
Cuba,Sancti Spíritus,21.9301,-79.4425,127069
Burma,Magway,21.3320,95.0866,126938
India,Uttar Pradesh,27.6000,78.0500,126882
Russia,Bashkortostan,56.0835,54.2631,126805
Tunisia,Gafsa,34.4204,8.7800,126803
United States,Tennessee,36.3406,-82.3803,126589.0
Colombia,Boyacá,5.7200,-72.9400,126551
Turkey,Edirne,41.6704,26.5700,126470
Tanzania,Ruvuma,-10.6800,35.6500,126449
Vietnam,Tây Ninh,11.3230,106.1470,126370
Ecuador,Loja,-3.9900,-79.2100,126368
China,Hubei,31.1800,115.0300,126366
Venezuela,Sucre,10.6700,-63.2300,126293
Spain,Catalonia,41.1204,1.2500,126291
Brazil,São Paulo,-23.5900,-48.0400,126243
China,Yunnan,25.0333,98.4666,126058
United States,Colorado,40.0249,-105.2523,126054.0
United States,Washington,48.7543,-122.4687,126015.0
Jamaica,Saint James,18.4667,-77.9167,126008
Burma,Magway,20.1445,94.9196,125973
Indonesia,Kepulauan Bangka Belitung,-2.0800,106.1500,125933
Angola,Malanje,-9.5400,16.3400,125856
Nigeria,Yobe,12.8705,11.0400,125817
Netherlands,Fryslân,53.2504,5.7834,125778
Angola,Huíla,-14.9100,13.4900,125632
United States,Arkansas,35.3493,-94.3695,125562.0
Indonesia,Papua Barat,-0.8554,131.2850,125535
Cameroon,North-West,6.2204,10.6800,125486
Algeria,Ghardaïa,32.4900,3.6700,125480
Canada,British Columbia,49.9000,-119.4833,125109
United States,New York,43.0117,-78.7569,125024
United States,Virginia,37.4003,-79.1909,125004.0
Iran,Fārs,29.8014,52.8215,125000
United States,Wisconsin,42.5864,-87.8762,124888.0
Iran,Semnān,35.5548,53.3743,124826
El Salvador,La Libertad,13.6740,-89.2900,124694
Czechia,Zlínský Kraj,49.2304,17.6500,124610
Iran,Fārs,28.9718,53.6715,124458
Ukraine,Luhans’ka Oblast’,48.9204,38.4274,124421
Ukraine,L’vivs’ka Oblast’,49.3444,23.4994,124269
Vietnam,Tiền Giang,10.3504,106.3500,124143
China,Shandong,36.2004,117.6600,124108
Brazil,Bahia,-12.1400,-38.4300,124070
Kazakhstan,Qostanay,52.9527,63.1300,124000
United States,California,34.0326,-118.1691,123905
United States,Michigan,42.4614,-83.6526,123850.0
Dominican Republic,Yuma,18.6160,-68.7080,123787
United States,Texas,30.5254,-97.6659,123678
South Africa,North West,-26.6996,27.1000,123669
Italy,Sicilia,37.0704,15.2900,123657
Algeria,Guelma,36.4660,7.4280,123590
Brazil,Rio Grande do Sul,-29.7696,-57.0900,123480
Indonesia,Jawa Barat,-6.3356,108.3190,123263
Côte D’Ivoire,Gôh-Djiboua,6.1504,-5.8800,123184
Brazil,Bahia,-16.4296,-39.0800,123173
China,Jilin,43.7163,127.3460,123018
Mali,Ségou,13.4400,-6.2600,122952
Indonesia,Jawa Tengah,-6.7415,111.0347,122785
Venezuela,Apure,7.9000,-67.4699,122701
South Africa,North West,-25.6296,27.7800,122497
Guam,,13.4692,144.7332,122411
Netherlands,Limburg,50.8530,5.6770,122378
United States,California,37.8723,-122.2760,122324
Turkey,Tekirdağ,40.9909,27.5100,122287
Denmark,Nordjylland,57.0337,9.9166,122219
Brazil,Minas Gerais,-21.2200,-43.7700,122211
New Zealand,Bay of Plenty,-37.6964,176.1536,121500
China,Heilongjiang,47.1364,129.2859,121367
Uzbekistan,Toshkent,40.8504,69.5950,121207
United States,Montana,45.7889,-108.5509,120800.0
Italy,Sardegna,40.7300,8.5700,120729
Turkey,Karaman,37.1815,33.2150,120399
Puerto Rico,Puerto Rico,18.0120,-66.6198,120295
United States,California,40.5698,-122.3650,120270.0
United States,California,39.1357,-121.6381,120186.0
Syria,Ḩalab,36.5266,37.9563,120169
United States,Minnesota,46.7757,-92.1392,120101.0
Morocco,Tanger-Tétouan-Al Hoceïma,35.2004,-6.1600,120082
China,Hebei,38.3704,117.3300,120000
United States,Texas,29.5585,-95.3215,119940
Dominican Republic,Cibao Norte,19.7902,-70.6902,119897
Mozambique,Inhambane,-23.8660,35.3886,119868
Canada,Québec,46.3500,-72.5499,119693
United States,Massachusetts,42.5209,-71.7717,119400.0
United States,Michigan,43.4199,-83.9501,119336.0
Brazil,São Paulo,-22.2896,-48.5700,119206
Macedonia,Tetovo,42.0092,20.9701,119132
United States,Iowa,41.6559,-91.5304,119091.0
Italy,Friuli-Venezia Giulia,46.0700,13.2400,119009
United States,Colorado,39.8321,-105.1511,118807
Bulgaria,Pleven,43.4238,24.6134,118675
Poland,Lubuskie,51.9504,15.5000,118433
Sri Lanka,North Central,8.3500,80.3833,118302
Iran,Eşfahān,32.0115,51.8597,118301
China,Guizhou,27.6804,109.1300,118290
Ukraine,Zaporiz’ka Oblast’,46.7568,36.7868,118284
Congo (Kinshasa),Kwilu,-3.3100,17.3800,118211
Nigeria,Borno,11.5204,13.6900,118121
United States,California,36.6224,-121.8191,118110.0
Spain,Galicia,42.3300,-7.8700,118107
United States,Tennessee,36.5224,-82.5452,118001.0
Portugal,Setúbal,38.5300,-8.9000,117974
Thailand,Nakhon Pathom,13.8180,100.0640,117927
United States,New York,40.8662,-73.2164,117863
Togo,Centrale,8.9905,1.1500,117811
Niger,Agadez,16.9959,7.9828,117770
Nigeria,Taraba,8.9004,11.3600,117757
New Zealand,Otago,-45.8854,170.4910,117700
Russia,Krasnoyarskiy Kray,56.2700,90.5000,117634
Venezuela,Anzoátegui,9.4400,-64.4600,117596
Chile,Magallanes y de la Antártica Chilena,-53.1650,-70.9400,117430
Argentina,Mendoza,-33.0700,-68.4900,117399
United States,Missouri,39.0871,-94.3503,117306
Indonesia,Aceh,4.6736,97.9664,117256
Russia,Leningradskaya Oblast’,60.7039,28.7549,117201
Venezuela,Guárico,8.9304,-67.4400,117132
Thailand,Chiang Rai,19.9119,99.8265,117127
Cameroon,Littoral,4.9604,9.9400,117063
Guinea,Kindia,10.0600,-12.8700,117062
Mali,Gao,16.2666,-0.0500,116967
United States,Florida,26.6120,-81.6388,116849
Gabon,Ogooué-Maritime,-0.7200,8.7800,116836
United States,Texas,32.9717,-96.7092,116783
United States,Minnesota,44.0151,-92.4778,116713.0
China,Liaoning,41.2563,125.3460,116621
China,Jilin,45.3304,122.7800,116611
Peru,Puno,-15.8329,-70.0333,116552
Spain,Andalusia,37.7704,-3.8000,116400
Ukraine,Chernihivs’ka Oblast’,51.0541,31.8903,116288
China,Inner Mongolia,49.2804,120.7300,116284
Guinea,Boké,10.9400,-14.3000,116270
United States,California,37.0047,-121.5856,116235.0
Russia,Karachayevo-Cherkesiya,44.2904,42.0600,116224
United States,California,34.0739,-118.0291,116109
Mexico,Sonora,27.0819,-109.4546,116093
United States,South Carolina,34.9413,-81.0250,115963.0
Niger,Tahoua,14.9000,5.2599,115956
Russia,Lipetskaya Oblast’,52.5800,38.5000,115919
China,Shandong,37.3704,118.0200,115893
Mozambique,Inhambane,-23.8580,35.3398,115776
United States,Florida,27.9788,-82.7624,115513
United States,Louisiana,32.5183,-92.0775,115462.0
United States,Delaware,39.1610,-75.5203,115352.0
United States,California,33.1247,-117.2837,115330
Madagascar,Toliara,-23.3568,43.6900,115319
Morocco,Guelmim-Oued Noun,28.9800,-10.0700,115267
Brazil,Minas Gerais,-22.2200,-45.9400,115201
Tajikistan,Khatlon,37.9212,69.7757,115164
Tunisia,Nabeul,36.4603,10.7300,115149
Philippines,Cagayan,17.6131,121.7269,115105
United States,Oklahoma,35.2335,-97.3471,115065.0
Mexico,San Luis Potosí,21.9800,-99.0200,114964
United States,Texas,32.4543,-99.7384,114964.0
United States,Indiana,39.1637,-86.5257,114959.0
Romania,Botoşani,47.7484,26.6597,114783
Mexico,Chihuahua,28.2000,-105.5000,114783
Ukraine,Khmel’nyts’ka Oblast’,48.6843,26.5809,114658
United States,Texas,29.4128,-94.9658,114546.0
Ethiopia,Oromīya,8.5304,37.9700,114534
Ethiopia,Oromīya,7.2004,38.5900,114350
United States,California,33.4928,-117.1315,114327
United States,New York,43.0961,-75.2260,114318.0
India,Tamil Nādu ,10.3204,76.9700,114308
Angola,Bié,-12.3800,16.9400,114286
Slovenia,Maribor,46.5405,15.6500,114228
United States,Minnesota,45.5339,-94.1718,114225.0
Canada,Ontario,44.2337,-76.4833,114195
Turkey,Siirt,37.9440,41.9330,114034
Guinea,Kankan,10.3900,-9.3100,114009
China,Hunan,27.4409,109.6780,113907
United States,Utah,37.0770,-113.5770,113906.0
United States,Utah,40.6024,-112.0008,113905
Hungary,Bács-Kiskun,46.9000,19.7000,113895
Algeria,Laghouat,33.8100,2.8800,113872
Brazil,São Paulo,-22.8796,-48.4500,113862
United States,California,33.6667,-117.9135,113825
Russia,Tyumenskaya Oblast’,58.1998,68.2648,113800
United States,Florida,25.9433,-80.2426,113750
Chile,Maule,-34.9800,-71.2400,113711
Norway,Akershus,59.9135,11.3472,113659
United States,Massachusetts,42.3759,-71.1185,113630
Brazil,Rio Grande do Sul,-29.7100,-52.4400,113625
Congo (Kinshasa),Haut-Katanga,-11.7596,27.2500,113347
Japan,Hokkaidō,43.8504,143.9000,113137
United States,Florida,27.9367,-82.3000,113124
United Kingdom,Devon,50.7004,-3.5300,113118
United States,California,33.9379,-118.1312,113092
United States,Idaho,47.7040,-116.7933,112935.0
Kyrgyzstan,Chüy,42.8299,75.2846,112860
United States,Colorado,39.8837,-105.0624,112812
Russia,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,61.0777,72.7027,112632
China,Fujian,27.3004,117.5000,112585
Indonesia,Jawa Timur,-7.4696,112.4300,112557
Romania,Satu Mare,47.7920,22.8850,112490
United States,Illinois,42.0385,-88.3229,112456
Mexico,Guanajuato,21.0204,-101.2800,112200
United States,California,32.7867,-115.5586,112145.0
Belarus,Homyel’skaya Voblasts’,52.0460,29.2722,112137
Mexico,Guerrero,18.3700,-99.5400,112106
United States,Iowa,42.4920,-92.3522,112060.0
Thailand,Nakhon Sawan,15.7000,100.0700,111915
Tanzania,Iringa,-7.7696,35.6900,111820
Netherlands,Overijssel,52.5240,6.0970,111805
Sri Lanka,Central,7.2800,80.6700,111701
Brazil,Minas Gerais,-20.6700,-43.7900,111596
Latvia,Daugavpils Novads,55.8800,26.5100,111564
China,Xinjiang,41.7277,82.9364,111499
Indonesia,Jawa Tengah,-7.4696,110.1800,111461
Argentina,La Pampa,-36.6200,-64.3000,111424
United States,Massachusetts,42.6389,-71.3217,111346
Somalia,Shabeellaha Dhexe,2.7670,45.5166,111308
United States,Oregon,45.5023,-122.4413,111053
Spain,Andalusia,36.1267,-5.4665,111027
Nigeria,Enugu,6.8670,7.3834,111017
Nigeria,Yobe,12.8804,10.4500,111014
United States,South Carolina,32.9067,-80.0722,110861
Turkmenistan,Balkan,39.5124,54.3649,110827
United States,California,34.2741,-119.2314,110790
Mexico,Colima,19.0496,-104.3231,110735
Mozambique,Cabo Delgado,-12.9830,40.5323,110643
Greece,Thessalía,39.3700,22.9500,110632
United States,California,33.9566,-118.3444,110598
Russia,Yamalo-Nenetskiy Avtonomnyy Okrug,63.1665,75.6165,110572
Burma,Magway,20.4615,94.8810,110553
Swaziland,Manzini,-26.4950,31.3880,110537
United States,Florida,26.2428,-80.1312,110473
United States,Colorado,39.5926,-104.8674,110250
United States,Florida,26.7469,-80.1316,110222
Malawi,,-11.4600,34.0200,110201
Algeria,Bouira,36.3805,3.9000,110144
Brazil,Pernambuco,-8.8900,-36.5000,110085
United States,Washington,47.9524,-122.1670,110079
United States,New Mexico,35.6619,-105.9819,110078.0
China,Shandong,36.8504,115.6800,110046
United States,California,37.9477,-122.3390,110040
Panama,Chiriquí,8.4333,-82.4333,110037
Ecuador,Guayas,-2.1796,-79.6000,109970
Russia,Rostovskaya Oblast’,47.1368,39.7449,109962
China,Heilongjiang,47.4504,126.9300,109881
Mozambique,Niassa,-13.3000,35.2400,109839
Benin,Alibori,11.1304,2.9400,109701
China,Shaanxi,34.7953,109.9378,109696
United States,California,36.8277,-119.6838,109691
China,Heilongjiang,46.9504,128.0500,109636
Colombia,Nariño,0.8304,-77.6500,109618
Brazil,São Paulo,-21.1400,-48.9800,109612
United States,Texas,30.1738,-95.5134,109608
Hungary,Vas,47.2253,16.6287,109518
United States,Pennsylvania,40.2507,-75.6444,109437.0
China,Heilongjiang,50.2500,127.4460,109427
Cambodia,Siem Reap,13.3666,103.8500,109398
Hungary,Jász-Nagykun-Szolnok,47.1864,20.1794,109261
Russia,Moskovskaya Oblast’,56.3300,38.1700,109252
Peru,Tumbes,-3.5700,-80.4600,109223
Argentina,Mendoza,-34.6000,-68.3333,109163
Nicaragua,Matagalpa,12.9171,-85.9167,109089
Mexico,Veracruz,20.9604,-97.4100,109049
Russia,Kemerovskaya Oblast’,54.6600,86.1700,109023
Côte D’Ivoire,Bas-Sassandra,5.7904,-6.6100,108933
United States,North Carolina,34.7287,-77.3940,108872.0
China,Xinjiang,45.5899,84.8599,108769
Hungary,Somogy,46.3670,17.8000,108528
Mali,Mopti,14.4900,-4.1800,108456
Sri Lanka,Eastern,8.5690,81.2330,108420
United States,Oklahoma,36.0365,-95.7809,108303
United States,Vermont,44.4877,-73.2314,108277.0
China,Heilongjiang,48.4900,124.8800,108253
Russia,Tyva,51.7067,94.3831,108240
Algeria,Mascara,35.4004,0.1400,108230
Russia,Bashkortostan,54.4600,53.4600,108200
Nigeria,Kebbi,12.4504,4.1999,108164
Sudan,Western Kordofan,12.6904,28.4200,108008
Nicaragua,Estelí,13.0900,-86.3600,107839
Italy,Puglia,41.3200,16.2700,107830
Italy,Trentino-Alto Adige,46.0804,11.1200,107808
Mexico,Chiapas,15.3300,-92.6300,107638
Guatemala,Escuintla,14.3004,-90.7800,107638
United States,California,34.0555,-117.9112,107598
Uzbekistan,Buxoro,39.7211,64.5458,107566
Romania,Vâlcea,45.1100,24.3830,107558
Poland,Zachodniopomorskie,54.2000,16.1833,107450
Russia,Kaluzhskaya Oblast’,55.0804,36.6200,107392
Tanzania,Shinyanga,-3.6596,33.4200,107362
United States,California,37.5053,-120.8587,107208.0
Sweden,Västmanland,59.6300,16.5400,107194
Russia,Samarskaya Oblast’,52.9743,49.7243,107164
Laos,Louangphabang,19.8845,102.1416,107142
Congo (Kinshasa),Kasaï,-4.3196,20.6100,107093
China,Qinghai,36.4166,94.8833,107092
Brazil,Paraná,-23.5500,-51.4700,107085
United States,California,37.6863,-122.4684,107074
United States,Wisconsin,44.8200,-91.4951,107068.0
Czechia,Pardubický Kraj,50.0404,15.7600,107064
Thailand,Ratchaburi,13.5419,99.8215,106996
Russia,Kalmykiya,46.3287,44.2087,106971
Burma,Bago,18.9483,96.4179,106945
United States,Oregon,45.5272,-122.9360,106894
Russia,Murmanskaya Oblast’,67.1643,32.4144,106798
United States,Georgia,33.9366,-84.3703,106739
Taiwan,Yunlin,23.7075,120.5439,106653
Portugal,Coimbra,40.2004,-8.4167,106582
Romania,Mehedinţi,44.6459,22.6659,106578
China,Heilongjiang,47.3404,123.1800,106384
Belgium,Wallonia,50.4704,4.8700,106284
United States,Iowa,42.4959,-96.3901,106279.0
United States,California,39.7575,-121.8152,106268.0
Russia,Orenburgskaya Oblast’,51.2000,58.3300,106186
Indonesia,Nusa Tenggara Barat,-8.4500,118.7666,106101
Brazil,Rio Grande do Sul,-31.3200,-54.1000,106098
United States,California,33.9069,-118.0829,106084
United States,Maryland,38.3755,-75.5867,106034.0
United States,California,34.0010,-117.4706,106028
United States,Texas,33.0452,-96.9823,106021
Russia,Dagestan,42.0578,48.2774,105965
Romania,Suceava,47.6377,26.2593,105796
France,Auvergne-Rhône-Alpes,45.9000,6.1167,105749
Uruguay,Salto,-31.3903,-57.9687,105690
Nigeria,Bauchi,11.6804,10.1900,105687
Malaysia,Sabah,5.0464,118.3360,105622
Yemen,Şa‘dah,16.9398,43.8498,105542
Eritrea,Debubawī K’eyih Bahrī,13.0100,42.7300,105496
Vietnam,Kon Tum,14.3838,107.9833,105489
Mexico,Zacatecas,23.1704,-102.8600,105488
Switzerland,Ticino,46.0004,8.9667,105388
South Africa,Eastern Cape,-31.8996,26.8800,105309
United States,Colorado,39.5419,-104.9708,105264
Vietnam,Hòa Bình,20.8137,105.3383,105260
Nicaragua,Granada,11.9337,-85.9500,105219
Congo (Kinshasa),Tanganyika,-5.3795,26.9800,105202
Saudi Arabia,Jāzān,16.9066,42.5566,105198
United States,Florida,26.0789,-80.2870,105149
Romania,Vrancea,45.6966,27.1865,105112
Brazil,Espírito Santo,-19.3900,-40.0500,105075
Germany,Brandenburg,51.7704,14.3300,105067
Mali,Sikasso,12.3904,-5.4700,104927
United States,Texas,29.4874,-95.1087,104903
Bosnia And Herzegovina,"Srpska, Republika",44.9804,16.7000,104858
United States,California,34.1879,-118.3235,104834
United States,California,37.5522,-122.3122,104748
United States,Florida,28.4797,-82.5300,104722
Germany,Thuringia,50.9304,11.5800,104712
Germany,Thuringia,50.8704,12.0700,104659
Iran,Khorāsān-e Raẕavī,35.2233,60.6129,104578
Thailand,Nong Khai,17.8733,102.7479,104505
Italy,Puglia,40.6403,17.9300,104437
South Africa,North West,-25.8300,25.6100,104428
Kazakhstan,Qaraghandy,47.7800,67.7700,104357
Argentina,Buenos Aires,-37.3200,-59.1500,104325
Chile,Valparaíso,-33.5995,-71.6100,104292
Indonesia,Nusa Tenggara Timur,-8.6189,122.2123,104285
Australia,New South Wales,-36.0600,146.9200,104258
Syria,Al Ḩasakah,37.0300,41.2300,104107
Ethiopia,Tigray,14.2804,39.4700,104021
Côte D’Ivoire,Comoé,6.7304,-3.4900,104020
Russia,Kemerovskaya Oblast’,54.0000,86.6400,104000
South Africa,Free State,-27.6600,27.2100,103992
Sudan,River Nile,17.5900,33.9600,103941
United States,California,32.8017,-116.9604,103894
Congo (Brazzaville),Niari,-4.1796,12.6700,103894
Sri Lanka,Northern,9.4004,80.3999,103717
Iran,Āz̄arbāyjān-e Sharqī,38.4829,47.0629,103639
Indonesia,Papua,-1.1615,136.0485,103610
Afghanistan,Paktiyā,33.6001,69.2146,103601
United States,California,34.1175,-117.3894,103562
Ukraine,Sums’ka Oblast’,51.2424,33.2090,103547
Indonesia,Sumatera Selatan,-3.4432,104.2315,103470
Egypt,Maţrūḩ,31.3504,27.2300,103470
Mexico,Sonora,27.9300,-110.8900,103449
Mexico,Chihuahua,26.9334,-105.6666,103378
United States,Oregon,44.0562,-121.3087,103349.0
Vietnam,Vĩnh Long,10.2560,105.9640,103314
United States,Maryland,39.2004,-76.8590,103170
Russia,Pskovskaya Oblast’,56.3200,30.5200,103149
Cuba,Santiago de Cuba,20.2172,-75.9988,102826
Paraguay,Amambay,-22.5446,-55.7600,102787
Laos,Champasak,15.1221,105.8183,102775
Philippines,Capiz,11.5853,122.7511,102688
Romania,Neamţ,46.9400,26.3830,102688
Poland,Kujawsko-Pomorskie,53.4804,18.7500,102443
